name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
University Center C,270,257009013,,university,,,,"POLYGON ((-111.9207197 33.4231426, -111.9205374 33.4232944, -111.9205828 33.4233324, -111.9205227 33.4233825, -111.9204715 33.4233397, -111.9202028 33.4235636, -111.92014 33.4235111, -111.9200471 33.4235886, -111.9199599 33.4235156, -111.920047 33.423443, -111.919977 33.4233845, -111.9202461 33.4231601, -111.9202066 33.4231272, -111.9202685 33.4230755, -111.9203222 33.4231203, -111.9205663 33.4229166, -111.9205871 33.422934, -111.9207258 33.4229368, -111.9207197 33.4231426))","POINT (-111.92036573988001 33.42324915873482)",,
Hayden Butte Preserve,271,288140146,,,,park,,"POLYGON ((-111.934531 33.4260316, -111.9344867 33.4261302, -111.9344501 33.4261885, -111.9343867 33.4262591, -111.9343089 33.4263142, -111.9341699 33.4263695, -111.9340767 33.4263809, -111.9339834 33.4263776, -111.9339089 33.4263631, -111.9336764 33.4271159, -111.9335116 33.4272771, -111.9334966 33.4273441, -111.9333892 33.4274369, -111.9333677 33.4274775, -111.9332649 33.4275578, -111.9334069 33.4277021, -111.9333789 33.4277247, -111.9334403 33.4277764, -111.9337262 33.427879, -111.934017 33.4280609, -111.9341656 33.4281999, -111.9344702 33.4287819, -111.9347208 33.4294979, -111.9349614 33.429632, -111.9349699 33.4299398, -111.9352403 33.4300941, -111.9356047 33.4302694, -111.9358342 33.4303344, -111.9361433 33.4304161, -111.9365059 33.4304428, -111.9367939 33.4304437, -111.937162 33.4303749, -111.9372515 33.4303317, -111.9374205 33.4302574, -111.9377023 33.4301423, -111.9380897 33.4299303, -111.9382312 33.4298435, -111.9382272 33.4296557, -111.9383795 33.4294753, -111.9385752 33.4292518, -111.9385708 33.4291058, -111.9388087 33.4291043, -111.938833 33.428953, -111.9389069 33.4288724, -111.9391191 33.4288591, -111.9391258 33.4285905, -111.9391061 33.4284371, -111.9390638 33.4282595, -111.9390064 33.4280853, -111.9389161 33.4278842, -111.9387914 33.4276861, -111.9385984 33.4274832, -111.9390158 33.4274811, -111.9390615 33.4274322, -111.9382039 33.42707, -111.9363911 33.426386, -111.9363972 33.4263705, -111.935318 33.4259844, -111.9352368 33.4259498, -111.9351577 33.4259127, -111.9351497 33.4259257, -111.9347096 33.4259373, -111.934531 33.4260316))","POINT (-111.93628941478312 33.4281847064141)",,
ASU Light Rail Garden,272,294237562,,,,park,,"POLYGON ((-111.9274714 33.4204413, -111.9274109 33.420419, -111.9275084 33.4203393, -111.9276937 33.4203445, -111.9276905 33.4204375, -111.9274714 33.4204413))","POINT (-111.92757024590718 33.420393122979306)",,
,273,386273873,,,,park,,"POLYGON ((-111.9307953 33.4154981, -111.930712 33.4154981, -111.9306826 33.4155465, -111.9306323 33.4156257, -111.9305486 33.4157207, -111.9304702 33.4157939, -111.9307976 33.4157925, -111.9307944 33.415598, -111.9307953 33.4154981))","POINT (-111.93068796225722 33.41567702975922)",,
,274,386273972,,roof,,,,"POLYGON ((-111.9302777 33.418037, -111.9298734 33.4180386, -111.9298706 33.4175505, -111.930275 33.4175489, -111.9302777 33.418037))","POINT (-111.93007417491603 33.41779373994098)",,
,275,386274033,,roof,,,,"POLYGON ((-111.9346829 33.4155209, -111.933373 33.4155392, -111.9333681 33.4151301, -111.9333671 33.4150403, -111.9346739 33.4150301, -111.9346829 33.4155209))","POINT (-111.93402243401356 33.41528274478514)",,
,276,,3444656,,university,,,"MULTIPOLYGON (((-111.9392212 33.4236759, -111.9391856 33.4236553, -111.9387301 33.4236586, -111.9387331 33.4232385, -111.9398107 33.4232416, -111.9398712 33.4232749, -111.9398956 33.4233121, -111.9398938 33.4239027, -111.9392203 33.4239009, -111.9392212 33.4236759)), ((-111.9165191 33.4304935, -111.9159282 33.4313014, -111.9158721 33.4313526, -111.915778 33.4314061, -111.9147514 33.4321924, -111.914737 33.4322288, -111.9147034 33.4322306, -111.9146725 33.4322419, -111.9146481 33.4322613, -111.914633 33.4322864, -111.9146291 33.4323143, -111.9146367 33.4323417, -111.9146551 33.4323653, -111.914682 33.4323822, -111.9147143 33.4323905, -111.9147442 33.4323898, -111.9147645 33.4324517, -111.9135373 33.4327476, -111.9106754 33.4329396, -111.9098124 33.4329786, -111.9097293 33.4327392, -111.909478 33.4318874, -111.9093072 33.4298325, -111.9092447 33.4294181, -111.9092601 33.429396, -111.9092831 33.4293718, -111.9093099 33.429363, -111.9095921 33.4293618, -111.9095967 33.4294064, -111.9099259 33.4294038, -111.9099894 33.4293319, -111.9110405 33.4293242, -111.9113 33.4293349, -111.912685 33.4294373, -111.9126835 33.4291227, -111.9126825 33.4290354, -111.912672 33.4273486, -111.9132013 33.4273548, -111.9132129 33.4266552, -111.9154102 33.4271318, -111.915847 33.4272308, -111.9175761 33.4276227, -111.9174927 33.4237765, -111.9176255 33.4237741, -111.9196785 33.4237709, -111.9196878 33.4227588, -111.9200652 33.4227581, -111.9200672 33.4221769, -111.9228145 33.422172, -111.9228098 33.4237888, -111.9229912 33.4237894, -111.926089 33.4237849, -111.9265173 33.4237857, -111.9265701 33.4227528, -111.9265917 33.4222554, -111.9265459 33.4218103, -111.9264977 33.4217939, -111.9265046 33.4208667, -111.9260323 33.4208631, -111.9242059 33.4204693, -111.9242542 33.4203195, -111.9242594 33.4202623, -111.9242053 33.4200361, -111.9242191 33.4199403, -111.9247205 33.4195424, -111.9248456 33.4194527, -111.925276 33.4191083, -111.9245276 33.4184375, -111.9244588 33.4183954, -111.9243413 33.4182885, -111.924517 33.4178782, -111.9252231 33.4179252, -111.9255743 33.4179469, -111.9255763 33.4178814, -111.9260828 33.417883, -111.926537 33.417881, -111.9265389 33.4177227, -111.9265076 33.4172476, -111.9264871 33.416968, -111.9265185 33.4169533, -111.9265136 33.4167081, -111.9264941 33.4166954, -111.9264951 33.4165996, -111.9265012 33.4153213, -111.9265 33.41493, -111.927463 33.4149218, -111.9274619 33.4145661, -111.927456 33.4138291, -111.9275209 33.4137731, -111.9275556 33.4137066, -111.9275508 33.4136363, -111.9275074 33.4135969, -111.9274263 33.4135492, -111.9273615 33.4135513, -111.9272957 33.4135684, -111.9273012 33.4135831, -111.926908 33.4135828, -111.9269029 33.4129543, -111.9266635 33.4129553, -111.9266624 33.4129693, -111.9264699 33.412969, -111.9264624 33.4123791, -111.9242425 33.4123729, -111.9242421 33.4118319, -111.9236721 33.4118334, -111.9236696 33.4117568, -111.9235933 33.4116854, -111.9235919 33.411422, -111.9242444 33.4114171, -111.9242404 33.4111173, -111.9243528 33.4111145, -111.9243536 33.410211, -111.925629 33.4102062, -111.9258711 33.4102136, -111.9260898 33.410216, -111.9261216 33.4102451, -111.9261191 33.4111031, -111.9306542 33.411092, -111.9306843 33.4119619, -111.930624 33.4119615, -111.9306416 33.4135773, -111.9307167 33.4139216, -111.9305852 33.4139261, -111.9305928 33.4141105, -111.9348252 33.4140889, -111.9348062 33.4142743, -111.9348052 33.4145165, -111.9348077 33.414831, -111.9350975 33.4148269, -111.9368019 33.4148123, -111.9369513 33.4148123, -111.9373213 33.4148503, -111.9376375 33.4149121, -111.9378161 33.4149623, -111.9379572 33.4150062, -111.9381731 33.4150916, -111.9384 33.4152007, -111.9385489 33.4152843, -111.9388001 33.4154571, -111.9390564 33.4156766, -111.9391998 33.4158252, -111.9393444 33.4160091, -111.9394157 33.416113, -111.9394803 33.4162218, -111.939557 33.4163642, -111.9396109 33.4164871, -111.9396639 33.4166236, -111.939713 33.4167906, -111.9397399 33.4169238, -111.9397629 33.417096, -111.9397731 33.4172205, -111.9397748 33.4173572, -111.9397677 33.417362, -111.9397473 33.4173917, -111.9397621 33.4176691, -111.9397796 33.4177158, -111.9397947 33.4189645, -111.9397752 33.4189939, -111.9397749 33.4191299, -111.9397946 33.4191769, -111.9398222 33.4217681, -111.9398091 33.4217989, -111.9397872 33.4218192, -111.9397431 33.4218286, -111.9365036 33.4218376, -111.934863 33.4218422, -111.9348647 33.422472, -111.9348467 33.4225419, -111.9348481 33.4231916, -111.934834 33.4232473, -111.9348268 33.4243382, -111.933916 33.4243424, -111.9339222 33.4247443, -111.9340526 33.4247439, -111.9340185 33.4249542, -111.9338401 33.4252357, -111.9342594 33.4254237, -111.934512 33.4255057, -111.9347163 33.4255583, -111.934965 33.4257752, -111.9349664 33.4260217, -111.9349614 33.429632, -111.9349699 33.4299398, -111.9346455 33.4297114, -111.934435 33.4295631, -111.9342865 33.4294817, -111.9342574 33.4294113, -111.9339573 33.4293301, -111.9339367 33.4293354, -111.9337915 33.4292881, -111.9336552 33.4292553, -111.933501 33.4292298, -111.9333258 33.4292148, -111.9329555 33.4292139, -111.9328492 33.4292149, -111.9326031 33.4292026, -111.9324441 33.4291905, -111.932291 33.429174, -111.9321562 33.4291549, -111.9318345 33.4290958, -111.9317128 33.4290671, -111.9314878 33.4289771, -111.9314555 33.4289332, -111.9312813 33.4288778, -111.9312716 33.4288866, -111.931116 33.4288397, -111.9307843 33.4287439, -111.9304907 33.4286691, -111.9302847 33.4286287, -111.9300865 33.4285987, -111.9298917 33.4285777, -111.9296706 33.4285642, -111.9294858 33.4285586, -111.9294215 33.4285069, -111.9291448 33.4285549, -111.9290816 33.4285981, -111.9288709 33.4285859, -111.9284684 33.4286365, -111.9283101 33.428684, -111.9280606 33.428713, -111.9278142 33.4287408, -111.9276045 33.4287461, -111.9274501 33.4287464, -111.9272783 33.4287378, -111.9270824 33.4287215, -111.926517 33.4286905, -111.9264787 33.4286626, -111.9260989 33.4286682, -111.926045 33.4286893, -111.9253356 33.4286456, -111.9248491 33.4286279, -111.9246236 33.4286386, -111.9244818 33.4286556, -111.9242748 33.428692, -111.9241424 33.4287266, -111.9232271 33.4290822, -111.9230843 33.4291293, -111.9229396 33.4291596, -111.9227759 33.4291802, -111.9226143 33.4291942, -111.9173121 33.4291424, -111.9172457 33.4294519, -111.9171903 33.4295593, -111.9165191 33.4304935)), ((-111.9411651 33.4240602, -111.9411183 33.4240591, -111.9411167 33.4240963, -111.9409407 33.4240979, -111.940939 33.4240604, -111.9408913 33.4240584, -111.9408859 33.423914, -111.9405517 33.4239153, -111.9405523 33.4236732, -111.9411585 33.4236799, -111.9411651 33.4240602)), ((-111.9360962 33.4236125, -111.9359975 33.4236126, -111.9359975 33.4236346, -111.9355776 33.4236353, -111.9355778 33.4237313, -111.9352969 33.4237317, -111.9352966 33.4236352, -111.9350853 33.4236356, -111.9350846 33.4233547, -111.9354006 33.4233542, -111.9354005 33.423333, -111.9355996 33.4233327, -111.9355997 33.4233552, -111.9360957 33.4233545, -111.9360962 33.4236125)), ((-111.9258715 33.42955, -111.9247606 33.4295426, -111.9242506 33.4296832, -111.9237273 33.4296851, -111.9237007 33.4292613, -111.9243437 33.4290189, -111.9245965 33.4289689, -111.9251109 33.4289689, -111.9253593 33.4290189, -111.9258937 33.4290466, -111.9259425 33.4291188, -111.9259092 33.4294889, -111.9258715 33.42955)), ((-111.9354082 33.4254065, -111.9354053 33.4249394, -111.9355046 33.4249372, -111.9355027 33.4245109, -111.9365431 33.4245024, -111.9365455 33.4254018, -111.9354082 33.4254065)))","POINT (-111.92739127238625 33.422549972930184)",,
Packard South Parking Structure,277,28740179,,yes,parking,,,"POLYGON ((-111.9283389 33.426062, -111.9283215 33.4249817, -111.9285728 33.4249716, -111.928656 33.4249718, -111.9289668 33.4249722, -111.9289648 33.424912, -111.9290969 33.4249048, -111.9290967 33.4249257, -111.9291316 33.4249256, -111.9291396 33.426055, -111.929068 33.4260584, -111.9283389 33.426062))","POINT (-111.92873659467243 33.42550908986321)",,
Creativity Commons,278,28878239,,university,,,,"POLYGON ((-111.9321589 33.4175127, -111.9322977 33.4175124, -111.9324759 33.4175116, -111.9325744 33.4175099, -111.9326214 33.4175093, -111.932632 33.4181708, -111.9324888 33.4181735, -111.9324909 33.4181314, -111.9323079 33.4181357, -111.9323065 33.4181739, -111.9321668 33.418174, -111.9321589 33.4175127))","POINT (-111.93239469698908 33.41783519382374)",,
Engineering Research Center,279,29216331,,university,,,,"POLYGON ((-111.9312057 33.4194397, -111.9314851 33.4194249, -111.9314775 33.4194746, -111.9316442 33.419463, -111.9316416 33.4197466, -111.9314674 33.4197519, -111.9314693 33.4201051, -111.9314031 33.4201053, -111.9314018 33.4201887, -111.9312171 33.420188, -111.9312057 33.4194397))","POINT (-111.93138268950977 33.4197582198077)",,
Cowden Family Resorces,280,30406539,,yes,,,,"POLYGON ((-111.9352728 33.4209078, -111.9354616 33.4209073, -111.935462 33.421024, -111.9356547 33.4210236, -111.9356546 33.4210063, -111.9356808 33.4210063, -111.9356804 33.4209237, -111.935878 33.4209231, -111.9358789 33.4211748, -111.9352738 33.4211764, -111.9352728 33.4209078))","POINT (-111.93557198068692 33.421058824261024)",,
University Club,281,30406689,,yes,,,,"POLYGON ((-111.933662 33.4208393, -111.9335515 33.4208401, -111.9334317 33.4208409, -111.9334343 33.4210912, -111.933537 33.4210905, -111.9336362 33.4210898, -111.9336645 33.4210896, -111.9336632 33.4209607, -111.933662 33.4208393))","POINT (-111.93354812163884 33.42096525256152)",,
Piper Writers House,282,30406737,,university,,,,"POLYGON ((-111.9329614 33.4204497, -111.9330193 33.4204491, -111.9330735 33.4204485, -111.9330732 33.4204723, -111.933101 33.4204735, -111.9331013 33.4205181, -111.9331333 33.4205189, -111.9331349 33.4205845, -111.9331151 33.4205846, -111.9331162 33.4206388, -111.9330561 33.420639, -111.9330542 33.4205871, -111.9330366 33.4205872, -111.9329496 33.4205867, -111.9329462 33.4204739, -111.9329617 33.4204728, -111.9329614 33.4204497))","POINT (-111.93303942541971 33.42053478386701)",,
Wexler Hall,283,30407101,,university,,,,"POLYGON ((-111.9321362 33.4205578, -111.9318484 33.4205565, -111.9318482 33.4205866, -111.9317886 33.4205863, -111.9317881 33.4206697, -111.9318533 33.42067, -111.9318532 33.4206922, -111.9321354 33.4206934, -111.9321354 33.420684, -111.9321361 33.420578, -111.9321362 33.4205578))","POINT (-111.93197259485497 33.42062516736156)",,
Sun Devil Fitness Complex,284,30407778,,yes,,sports_centre,,"POLYGON ((-111.9331601 33.4159312, -111.9331582 33.4155174, -111.933176 33.4155165, -111.9331798 33.415459, -111.9330886 33.4154599, -111.9330852 33.4153362, -111.932988 33.4153343, -111.932988 33.4152041, -111.9328468 33.4152026, -111.9328433 33.4151141, -111.9327225 33.4151178, -111.9326147 33.4151186, -111.9326138 33.4151276, -111.9323981 33.4151288, -111.9323973 33.415041, -111.932368 33.4150396, -111.9323679 33.4149874, -111.9320048 33.4149933, -111.9320025 33.4150432, -111.9322773 33.4150413, -111.9322751 33.4151515, -111.9323152 33.4151532, -111.9323138 33.4151791, -111.9323447 33.4151805, -111.9323492 33.4152039, -111.9323806 33.4152067, -111.932379 33.415458, -111.932379 33.4154884, -111.9317182 33.415487, -111.9317191 33.4156397, -111.9317557 33.4156406, -111.9317571 33.4158176, -111.9317576 33.4158629, -111.9325569 33.4158438, -111.9325573 33.4158157, -111.932588 33.415812, -111.9325907 33.415842, -111.9326271 33.415842, -111.9326267 33.4158702, -111.9327201 33.41587, -111.9327202 33.4158436, -111.9327527 33.4158435, -111.9327567 33.4159312, -111.9331601 33.4159312))","POINT (-111.93253121614971 33.415554197999725)",,
,285,552257164,,,,garden,,"POLYGON ((-111.9331553 33.4218092, -111.9331572 33.4216495, -111.9328257 33.4216494, -111.9328238 33.4218143, -111.9331553 33.4218092))","POINT (-111.93298961486157 33.42173060419159)",,
,286,552258694,,,,park,,"POLYGON ((-111.9339011 33.4223546, -111.9339011 33.4221058, -111.9338341 33.4221058, -111.9338327 33.4220901, -111.9335216 33.4220924, -111.9336048 33.4221439, -111.933708 33.422145, -111.9337107 33.4221629, -111.9336343 33.4221618, -111.9336678 33.4221875, -111.9337617 33.4221875, -111.9337617 33.4222021, -111.9337013 33.4222032, -111.9337281 33.4222256, -111.9338086 33.4222267, -111.9338086 33.4222446, -111.9337335 33.4222424, -111.9337563 33.4222692, -111.9338488 33.4222715, -111.9338515 33.4223546, -111.9339011 33.4223546))","POINT (-111.93378129150224 33.42217935053849)",,
Life Sciences Courtyard,287,552416298,,,,garden,,"POLYGON ((-111.9332824 33.4200338, -111.9329939 33.4200361, -111.9329932 33.4195971, -111.933281 33.4195982, -111.9332824 33.4200338))","POINT (-111.9331374385992 33.41981638994797)",,
,288,552418115,,,,park,,"POLYGON ((-111.9382745 33.4168155, -111.9382314 33.4168274, -111.9381986 33.4168371, -111.9381901 33.4168462, -111.9381742 33.4169647, -111.9381881 33.4169867, -111.9382253 33.4169934, -111.9382447 33.4169772, -111.9382548 33.416937, -111.9382651 33.4168818, -111.9382745 33.4168155))","POINT (-111.93822260425193 33.416905067594875)",,
,289,552419477,,,fountain,,,"POLYGON ((-111.9379449 33.4155777, -111.9379763 33.4155631, -111.9379917 33.4155616, -111.9380165 33.4155656, -111.9380384 33.4155777, -111.9380506 33.4155918, -111.9380578 33.4156168, -111.9380576 33.4156207, -111.9380519 33.4156396, -111.9380385 33.4156558, -111.9380179 33.4156675, -111.9379917 33.415672, -111.9379707 33.4156691, -111.9379449 33.4156558, -111.9379326 33.4156394, -111.9379255 33.4156168, -111.9379314 33.4155941, -111.9379449 33.4155777))","POINT (-111.93799191542614 33.41561680159898)",,
,290,552633169,,,bicycle_parking,,,"POLYGON ((-111.9326613 33.420732, -111.9326095 33.4207322, -111.9326085 33.4205884, -111.9326604 33.4205882, -111.9326613 33.420732))","POINT (-111.93263492483575 33.42066017688909)",,
,291,552634940,,,fountain,,,"POLYGON ((-111.934725 33.4167868, -111.9347298 33.4167832, -111.9347356 33.4167811, -111.934742 33.4167807, -111.9347482 33.4167819, -111.9347537 33.4167847, -111.9347578 33.4167888, -111.9347601 33.4167938, -111.9347605 33.4167995, -111.9347585 33.4168049, -111.9347544 33.4168095, -111.9347487 33.4168127, -111.9347421 33.4168141, -111.9347353 33.4168135, -111.9347291 33.4168111, -111.9347242 33.4168071, -111.9347213 33.4168019, -111.9347205 33.4167966, -111.9347218 33.4167914, -111.934725 33.4167868))","POINT (-111.93474055677746 33.416797357747704)",,
,292,1125305137,,yes,shelter,,,"POLYGON ((-111.9344204 33.4218208, -111.9343862 33.4218208, -111.9343862 33.4218073, -111.9344203 33.4218073, -111.9344204 33.4218208))","POINT (-111.93440327501222 33.42181405329429)",,
,293,1125308234,,,,pitch,,"POLYGON ((-111.9303432 33.4229668, -111.9301954 33.4229091, -111.9302621 33.4227899, -111.93041 33.4228476, -111.9303432 33.4229668))","POINT (-111.93030268139789 33.42287834577832)",,
,294,1125513508,,,,outdoor_seating,,"POLYGON ((-111.9279208 33.4201671, -111.9277563 33.4201953, -111.9277571 33.4201783, -111.9278821 33.4200865, -111.9279135 33.4200955, -111.9279208 33.4201671))","POINT (-111.92785319679403 33.420146138596785)",,
,295,,71887,apartments,,,,"MULTIPOLYGON (((-111.9310747 33.4225196, -111.931392 33.4226703, -111.9312725 33.422852, -111.931257 33.4228754, -111.9311595 33.4230235, -111.9310863 33.4229889, -111.9310792 33.4229986, -111.9309093 33.4229191, -111.9309124 33.4229096, -111.9308899 33.4228979, -111.9308372 33.4228737, -111.9309297 33.4227316, -111.9310747 33.4225196)), ((-111.9314252 33.4227985, -111.9314869 33.4227988, -111.9314879 33.4227858, -111.9316831 33.4227844, -111.9316841 33.4227969, -111.9317653 33.4227946, -111.9317758 33.4231989, -111.9316893 33.4232002, -111.9316893 33.4232109, -111.931493 33.4232124, -111.9314891 33.4231673, -111.9314074 33.4231677, -111.931404 33.4229739, -111.9314175 33.4229552, -111.9314003 33.4229469, -111.9313568 33.4230118, -111.9313004 33.422985, -111.9313456 33.4229174, -111.9313613 33.4228939, -111.9314252 33.4227985)))","POINT (-111.93135075920455 33.42288579124692)",,
,296,28740177,,,parking,,,"POLYGON ((-111.9278979 33.4255559, -111.9278863 33.4247142, -111.9278018 33.4247145, -111.9277986 33.4246221, -111.928181 33.42462, -111.9281821 33.424684, -111.9281927 33.4246845, -111.9282039 33.4255538, -111.9278979 33.4255559))","POINT (-111.92803889056202 33.425077322558714)",,
Ross-Blakley Hall,297,28878390,,university,library,,,"POLYGON ((-111.9300374 33.4169058, -111.9298518 33.4169053, -111.9298548 33.4169229, -111.9298091 33.416921, -111.929815 33.4168625, -111.9296283 33.4168607, -111.9296223 33.4168789, -111.9295805 33.416897, -111.9295407 33.4169308, -111.9295331 33.4169232, -111.9295424 33.4168997, -111.9293739 33.4168263, -111.9293292 33.4169043, -111.9293019 33.4169765, -111.9292763 33.4170651, -111.9292648 33.4171607, -111.9292739 33.4172974, -111.929317 33.4172416, -111.929512 33.4172403, -111.9295121 33.4171866, -111.929535 33.4171958, -111.9295558 33.4172126, -111.9295552 33.4172857, -111.9296568 33.4173056, -111.929727 33.4173229, -111.9297972 33.4173449, -111.929858 33.4173714, -111.929864 33.4174286, -111.9300394 33.4174278, -111.9300374 33.4169058))","POINT (-111.92968957023685 33.41710760299932)",,
Engineering Center A-Wing,298,29216420,,university,,,,"POLYGON ((-111.9317806 33.4185277, -111.9318191 33.4185278, -111.9318206 33.4185095, -111.9325246 33.41851, -111.9325302 33.4185233, -111.9325646 33.4185264, -111.9325638 33.4187022, -111.9320171 33.4187035, -111.9320209 33.4188878, -111.9317813 33.4188878, -111.9317806 33.4185277))","POINT (-111.93211072418916 33.41864976874249)",,
Lot 3,299,30032029,,,parking,,,"POLYGON ((-111.9375958 33.415193, -111.937609 33.4151369, -111.9373951 33.4150829, -111.9370687 33.4150425, -111.936864 33.4150523, -111.9368646 33.4151609, -111.9367705 33.4151607, -111.9367839 33.416052, -111.9369095 33.4160537, -111.9369126 33.415912, -111.9370585 33.4159546, -111.9371659 33.4160572, -111.9372969 33.4160319, -111.9372448 33.4159765, -111.9373299 33.4159331, -111.9373729 33.4159585, -111.9375171 33.4158021, -111.9375783 33.4157529, -111.9376662 33.4156977, -111.9377402 33.4156622, -111.9378142 33.4156351, -111.9377972 33.4155846, -111.9379561 33.4155494, -111.9378234 33.415285, -111.937764 33.4153093, -111.9375958 33.415193))","POINT (-111.9372448013934 33.41551258282606)",,
Old Main,300,30406665,,university,,,,"POLYGON ((-111.9338601 33.4203719, -111.93386 33.4204221, -111.9339201 33.4204221, -111.9339201 33.4204722, -111.9336997 33.4204722, -111.9336997 33.4205695, -111.9337488 33.4205695, -111.9337487 33.420694, -111.9339421 33.4206941, -111.9340277 33.4206941, -111.9340855 33.4206941, -111.9341725 33.4206966, -111.9341717 33.4206746, -111.934203 33.4206764, -111.9342031 33.4206462, -111.9342031 33.4205432, -111.934203 33.4205, -111.9341705 33.4204992, -111.9341695 33.4204753, -111.9339629 33.4204723, -111.9339629 33.420422, -111.9340144 33.420422, -111.9340144 33.420372, -111.9338601 33.4203719))","POINT (-111.93395913564768 33.42056599421738)",,
Physical Science F Wing,301,30406767,,university,,,,"POLYGON ((-111.9316514 33.4207749, -111.9311673 33.4207794, -111.9311681 33.4208118, -111.9311271 33.4208442, -111.9311287 33.4209348, -111.9311055 33.4209209, -111.9310684 33.4209552, -111.931105 33.4209882, -111.9310441 33.4210329, -111.931082 33.4210629, -111.9311081 33.4210414, -111.9311758 33.4210398, -111.9311751 33.4211813, -111.9313097 33.4211825, -111.9313356 33.4211595, -111.931394 33.421161, -111.9313954 33.421184, -111.9314322 33.4211822, -111.9314331 33.4211605, -111.9314891 33.4211597, -111.9315196 33.4211828, -111.9316522 33.42118, -111.9316503 33.4210103, -111.9316637 33.4209981, -111.931691 33.4209668, -111.9317141 33.4209841, -111.931752 33.4209514, -111.9317129 33.4209193, -111.9316838 33.4209414, -111.9316531 33.4209412, -111.9316521 33.4209255, -111.9316514 33.4207749))","POINT (-111.93139716040896 33.420974173460415)",,
Physical Science H Wing,302,30406805,,university,,,,"POLYGON ((-111.9316862 33.4216005, -111.9316337 33.4216012, -111.9316326 33.4215553, -111.9311524 33.4215559, -111.9311543 33.4215151, -111.9310923 33.4215164, -111.9310916 33.4215475, -111.9310564 33.4215513, -111.9310566 33.4215598, -111.9310028 33.4215625, -111.9310078 33.4217818, -111.9317196 33.4217729, -111.9318408 33.4217714, -111.9318378 33.4215698, -111.9317752 33.4215693, -111.9317757 33.4216006, -111.9317266 33.4216005, -111.9316862 33.4216005))","POINT (-111.93140311891955 33.42166798310944)",,
Physical Science D Wing,303,30407018,,university,,,,"POLYGON ((-111.931781 33.4214364, -111.9323704 33.4214331, -111.9323741 33.4215464, -111.9324749 33.4215464, -111.9324743 33.4215204, -111.9324733 33.4214871, -111.9325014 33.4214871, -111.9325003 33.4214315, -111.9325582 33.4214307, -111.9325545 33.4213767, -111.9325013 33.4213751, -111.9324978 33.4212101, -111.9325056 33.4212011, -111.9325039 33.4211671, -111.9323177 33.4211697, -111.9323183 33.4212874, -111.9322554 33.4212877, -111.9318552 33.421291, -111.9317972 33.4212921, -111.9317784 33.4212924, -111.9317795 33.4213707, -111.931781 33.4214364))","POINT (-111.93221623806183 33.42135348635387)",,
Physical Science B Wing,304,30407045,,university,,,,"POLYGON ((-111.9323978 33.4209182, -111.9323213 33.4209182, -111.9317739 33.4209197, -111.9317732 33.4208235, -111.9317735 33.4207754, -111.9323146 33.4207722, -111.9323146 33.4207419, -111.9324903 33.4207397, -111.9325399 33.4207397, -111.9325398 33.4207734, -111.9324975 33.4207744, -111.9324969 33.4208065, -111.9324969 33.4208474, -111.9324959 33.4208703, -111.932398 33.4208721, -111.9323978 33.4209182))","POINT (-111.9321421368624 33.42083797684556)",,
Interdisciplinary Sci. & Tech. 5,305,30407117,,university,,,,"POLYGON ((-111.930812 33.4204287, -111.9311053 33.4204223, -111.9312452 33.4204201, -111.9312477 33.420617, -111.9312478 33.4206258, -111.9311514 33.4206295, -111.9311536 33.4207655, -111.931024 33.4207655, -111.9310239 33.4207865, -111.9310588 33.4207873, -111.9310604 33.4209262, -111.9310312 33.4209272, -111.9310312 33.4209475, -111.9310041 33.420972, -111.9309893 33.4209733, -111.9309916 33.4210423, -111.9309478 33.4210439, -111.9309446 33.4211028, -111.930811 33.4211181, -111.9308025 33.4210517, -111.930812 33.4210509, -111.930801 33.4209806, -111.9308477 33.4209764, -111.9308416 33.4209328, -111.9308091 33.4209364, -111.9308007 33.4208691, -111.9308104 33.4208683, -111.9307996 33.4207971, -111.9308474 33.4207944, -111.9308434 33.4207492, -111.9308064 33.4207519, -111.930798 33.4206846, -111.930906 33.4206735, -111.9309005 33.4206311, -111.9308136 33.4206296, -111.930812 33.4204287))","POINT (-111.93098430512988 33.42070038378685)",,
Women's Gymnastics Training Facility,306,30421241,,yes,,,,"POLYGON ((-111.9231026 33.4261294, -111.9235318 33.4261294, -111.9235318 33.4263515, -111.9231026 33.4263515, -111.9231026 33.4261294))","POINT (-111.9233172 33.426240449999995)",,
Wrestling Training Facility,307,30421249,,yes,,,,"POLYGON ((-111.9236004 33.4263157, -111.9237892 33.4263157, -111.9237892 33.4267455, -111.9236004 33.4267455, -111.9236004 33.4263157))","POINT (-111.92369479999999 33.42653060000001)",,
Vista Del Sol Residential Parking,308,256992837,,yes,parking,,,"POLYGON ((-111.9292695 33.4115779, -111.9292747 33.4126568, -111.9292174 33.4126566, -111.9292157 33.4127035, -111.9287005 33.4127061, -111.9286763 33.4126586, -111.9286794 33.4125866, -111.9284837 33.4125849, -111.928477 33.4116312, -111.928537 33.4116299, -111.9285379 33.4115839, -111.9287848 33.4115819, -111.9291619 33.4115781, -111.9292695 33.4115779))","POINT (-111.92888480778062 33.41212880544082)",,
,309,256993229,,,,pitch,,"POLYGON ((-111.9269058 33.4116957, -111.926905 33.4113749, -111.9266977 33.4113752, -111.9267013 33.411696, -111.9269058 33.4116957))","POINT (-111.92680244728871 33.411535086461775)",,
